input	result
can teachers collect unemployment during the summer time? Answer: no. If they signed a 12 month contract then they still get paid over the summer.	Education and Reference
I want to become a Sumo Wrestler? Answer: check these........  www.crystalinks.com/sumo.html   www.okada.de/culture/sumo/sumo-e.htm	Sports
cant find dvd drive? Answer: right click on my computer - properties - hardware - device manager. Is there any entry for a DVD/CD ROM drive ?  If yes expand it (click on + sign) and doubleclick the line with the drive. Then you can see the status of that device.	Computers and Internet
does a red flower petal has the same shape than a yellow  flower petal cell? Answer: I dont know but they probably do...color shouldnt matter	Science and Mathematics
Who discovered blood circulation? Answer: Most people say William Harvey but there have been other people mentioned who were not as successful in publishing their findings or coming to valid conclusions.  One example is Leonardo da Vinci.  Search on this man in Wikipedia or on the net.	Science and Mathematics
how do attract i the guy of my dreams? Answer: Be yourself and hope you're gal of his dreams....	Family and Relationships
how can i increase my self discipline with regards eating too much?! Any good websites? Answer: I know its hard but willpower is all you need	Health
Is it Safe? Answer: Are you a Sherpa?  Check with the US Dept. of State. for travel warnings.  See links below.	Politics and Government
ANyone who has ever had a broken heart can answer this!? Answer: broken hearts have no spare parts but learn to be proud and give ur heart to the one who can safe its feelings . around u much of mans who can repair ur heart throw all thoughts of ur boyfriend behind u and u should know that life don't stop for any one what ever his importance be brave becarful and be proud of ur self	Family and Relationships
Why should we postpone driving until 18? Answer: Because all humans are mentally ill until the age of 21 or 22. We pick 18 because you'll need to know a little about it to be able to drive a Humvee through Baghdad for 12 to 18 months at a stretch.	Politics and Government
what are the two kinds of inferior courts with a speciallized nature? Answer: Traffic court and small claims court.	Politics and Government
Why Java runtime must to install ? Answer: its run some windows scripts for web site browsing .	Computers and Internet
What is the only mammal on earth that can't jump straight up in the air from a standing position? Answer: There are actually several. The elephant is the most obvious because it is so heavy. Many mamals don't jump very well such as the sloth.  But I guess you would then have to argue about what constitutes straight up in the air and what is a standing position?	Education and Reference
Which type of an exercise helps me to reduce my hip size? Answer: I find walking up hills at a steady pace is good . Try slight hills first if you dont like them and once you get good at these then go for steeper ones but do it regulary.	Health
where can i buy a ticket to what Arsenal game against Wigan in Highbury? Answer: at the ticket counter	Sports
What is the hydrauic lift system designed to multiply? Answer: Isn't it just simply...Force?	Science and Mathematics
why is the bronx (ny) sometimes referred to as boogie down bronx? Answer: they like to have fun	Society and Culture
Is there any spyware removal download out there that really works? Answer: free download of windows defender	Computers and Internet
What animal has the fasteset reflexes in the world? Answer: Mongoose	Science and Mathematics
does dany heatley have a girlfriend? Answer: he did but he killed her in a car acident	Sports
The thing you are craving for and why??? Answer: i crave my girlfriend i wish that if i could be with her every moment but i have to work	Business and Finance
sorry this question might seem stupid but can i put lotion on my penis and what effect would it have on me? Answer: yes you could and you would have a moisturized penis but make sure to rub the lotion in good	Health
how to make use of land that doesnt have electricity and water? Answer: hunting preserve	Business and Finance
How do you get you parents to go to an indoor football game and leave you and you brother home? Answer: Tell them that there will be free pizza!!!!!!!!!!!	Sports
who to start? Answer: jake delhomme....rams defense is wrose then jags...  Seattle...  san franciscos offense isnt the best...the only threat is frank gore	Sports
Do girls like big dogs? Answer: i perfer big dogs:)	Family and Relationships
How do I get my animated picture to show up on the screen when I answer questions? Answer: it doesn't support animations on the answers page.	Computers and Internet
legislation and policies on pressure sore? Answer: NICE has the info you would be after.  Clinical guidelines on management or treatment.	Health
tutor in elementary statistics? Answer: You can write to me at paritosh_vasava@yahoo.com	Science and Mathematics
It is that time of year again? Answer: AL EAST: Boston AL Central: Chicago AL West: A's  AL WC: Cleveland  1st Round: Cleveland over Boston A's over Chicago  ALCS  Cleveland over A's  NL East: Mets NL Central: Cubs NL West: Dodgers NL WC: Braves  1st Round:  Mets over Dodgers Cubs over Braves  NLCS:  Cubs over Mets  and your 2006 World Champions....  Cubs over Indians in 7.	Sports
what is the logo with a parrot and a red ring around him? Answer: Can't tell you; but I found a few images:  http://www.embroideryauthority.com/images/phoenix.jpg  http://images.google.com/imgres?imgurl=http://www.visionchart.com.au/ParrotLogoCircle.jpg&imgrefurl=http://www.visionchart.com.au/mainproductpage1.html&h=166&w=166&sz=17&tbnid=J8soqC0N9HfVGM:&tbnh=93&tbnw=93&hl=en&start=211&prev=/images%3Fq%3Dlogo%2Bparrot%26start%3D200%26svnum%3D10%26hl%3Den%26lr%3D%26sa%3DN	Education and Reference
